Quebra;Quebra2;Empenho;Ano Empenho;Fundo;Descrição Fundo;Data;Credor;Nome Credor;Docto Credor;Ficha;Nº Contrato;Ano Contrato;Dotação;Órgão;Unidade;Função;SubFunção;Programa;Ação;Natureza;Categoria;Grupo da Despesa;Modalidade Aplicação;Elemento Despesa;Fonte;Aplicação;SubElemento;Atuação;Cód Conta;Conta;Projeto;Empenho;Estorno;Anulado;Não processado;Processado;Valor OP;OP Baixada;Saldo a pagar;Processo;Licitação;Tipo Licitação;Histórico
;;54;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1610,9;0;0;0;1610,9;1610,9;1610,9;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;55;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2678,65;0;0;0;2678,65;2678,65;2678,65;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;56;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;993;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;86,52;0;0;0;86,52;86,52;86,52;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;57;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1741,27;0;0;0;1741,27;1741,27;1741,27;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;238;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2768,11;0;0;0;2768,11;2768,11;2768,11;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;239;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;363,65;0;0;0;363,65;363,65;363,65;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;240;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;12913,25;0;0;0;12913,25;12913,25;12913,25;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;241;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;3304,16;0;0;0;3304,16;3304,16;3304,16;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;242;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;7992,42;0;0;0;7992,42;7992,42;7992,42;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;243;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1050,14;0;0;0;1050,14;1050,14;1050,14;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;244;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;637,95;0;0;0;637,95;637,95;637,95;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;245;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1050,15;0;0;0;1050,15;1050,15;1050,15;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;246;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2818,03;0;0;0;2818,03;2818,03;2818,03;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;247;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1348,31;0;0;0;1348,31;1348,31;1348,31;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;296;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;3;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;106;0;0;0;106;106;106;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
;;297;2018;;;02/01/2018;25577;Folha De Pagamento - Tesouro;;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;991;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;120;0;0;0;120;120;120;0;ago/18;/;11 - FOLHA DE PAGAMENTO;
